Date,Site,ppt
9/14/17 4:00,F,5.098
9/14/17 8:00,F,5.098
9/14/17 12:00,F,5.0974
9/14/17 16:00,F,5.0975
9/14/17 20:00,F,5.0965
9/15/17 0:00,F,5.0973
9/15/17 4:00,F,5.0968
9/15/17 8:00,F,5.0962
9/15/17 12:00,F,5.0961
9/15/17 16:00,F,5.0956
9/15/17 20:00,F,5.097
9/16/17 0:00,F,5.0966
9/16/17 4:00,F,5.0953
9/16/17 8:00,F,5.0868
9/16/17 12:00,F,5.0868
9/16/17 16:00,F,5.0862
9/16/17 20:00,F,5.0889
9/17/17 0:00,F,5.0892
9/17/17 4:00,F,5.0904
9/17/17 8:00,F,5.0891
9/17/17 12:00,F,5.0861
9/17/17 16:00,F,5.0878
9/17/17 20:00,F,5.0886
9/18/17 0:00,F,5.0877
9/18/17 4:00,F,5.086
9/18/17 8:00,F,5.0834
9/18/17 12:00,F,5.0845
9/18/17 16:00,F,5.0844
9/18/17 20:00,F,5.0846
9/19/17 0:00,F,5.0848
9/19/17 4:00,F,5.083
9/19/17 8:00,F,5.0816
9/19/17 12:00,F,5.0804
9/19/17 16:00,F,5.0826
9/19/17 20:00,F,5.0816
9/20/17 0:00,F,5.0828
9/20/17 4:00,F,5.0823
9/20/17 8:00,F,5.0821
9/20/17 12:00,F,5.0814
9/20/17 16:00,F,5.0804
9/20/17 20:00,F,5.0812
9/21/17 0:00,F,5.0821
9/21/17 4:00,F,5.0812
9/21/17 8:00,F,5.083
9/21/17 12:00,F,5.0807
9/21/17 16:00,F,5.0795
9/21/17 20:00,F,5.0796
9/22/17 0:00,F,5.0815
9/22/17 4:00,F,5.0806
9/22/17 8:00,F,5.0812
9/22/17 12:00,F,5.0794
9/22/17 16:00,F,5.0782
9/22/17 20:00,F,5.0789
9/23/17 0:00,F,5.0808
9/23/17 4:00,F,5.0791
9/23/17 8:00,F,5.0805
9/23/17 12:00,F,5.0822
9/23/17 16:00,F,5.0826
9/23/17 20:00,F,5.0822
9/24/17 0:00,F,5.0818
9/24/17 4:00,F,5.0814
9/24/17 8:00,F,5.0815
